Datetime,Open,High,Low,Close,Volume
2019-12-30,5.941884393688347,5.9707536697387695,5.826157991152776,5.875186443328857,442920000
2020-01-06,5.781858699107725,6.185781859126946,5.7557269623863725,6.080507755279541,1426008000
2020-01-13,6.16363259678268,6.296282606868379,6.085734091320788,6.203950881958008,1480016000
2020-01-20,6.167364444571707,6.458300831398263,6.136503842710471,6.233815670013428,1075184000
2020-01-27,5.929192787115326,6.20370064856638,5.779619081655654,5.884146213531494,1701284000
2020-02-03,5.86597757728614,6.327640056610107,5.859755803690975,6.261440753936768,1143364000
2020-02-10,6.284088443035795,7.341059519682939,6.279110833313493,7.212142467498779,3112748000
2020-02-17,7.108858240876231,7.872405915479174,7.089446230395402,7.318659782409668,2892728000
2020-02-24,6.724347196251177,7.015033220439057,6.021143174384864,6.725381851196289,4699812000
2020-03-02,6.895462873247763,7.094432920137592,6.424810967870418,6.625026226043701,3196684000
2020-03-09,5.9740769221666445,6.501508712768555,5.3739301811778155,5.997486591339111,3146148000
2020-03-16,5.289511138473872,5.735512301243073,4.499359291947831,5.123661518096924,4005020000
2020-03-23,5.122665029285088,6.5523092762191855,4.943617068293397,6.29357385635376,3873888000
2020-03-30,6.359066374433606,6.858110320495774,5.93647398835557,6.073935031890869,3548100000
2020-04-06,6.356079847282345,6.929082636686835,6.298555158470022,6.5480756759643555,2580412000
2020-04-13,6.488311394390533,7.445805794447285,6.399908111031606,7.279458045959473,2580244000
2020-04-20,7.152955099952114,7.308843758155547,6.651670181611287,7.211474895477295,2444392000
2020-04-27,7.345949140962652,7.57529872664852,6.993579026001482,7.041889667510986,2019464000
2020-05-04,6.994575294874223,7.788213639441063,6.994575294874223,7.781988143920898,1722864000
2020-05-11,7.77700949132875,8.467300485063323,7.56508934146451,8.457589149475098,3177944000
2020-05-18,8.726285957195563,9.05748714261694,8.646598471953777,8.990997314453125,3879148000
2020-05-25,9.120991090890449,9.145894031692047,7.965517427372133,8.840837478637695,3426824000
2020-06-01,8.79875319671636,8.965955164705736,8.62418643742466,8.88922119140625,2052664000
