Datetime,Open,High,Low,Close,Volume,Manual_Support,vol_ma5,min10,shadow_low,shadow_recover,range_pct,max5,is_high_altitude,is_local_top,AI_Support,Support_Level_ID,Segment_ID,Segment_Center,Segment_Start,Segment_End
2019-12-30,813.8343982426557,830.649166504897,796.178928309765,799.5418701171875,381980,0,,796.178928309765,0.5121946019761425,0.09756073596845354,0.04329458739666323,,False,False,0,,,,,
2020-01-06,796.1789401013353,844.9416602673674,780.2048816104483,835.6935424804688,1458600,0,,780.2048816104483,0.2467539908851021,0.8571427559476291,0.08297407537775293,,False,False,1,3.0,1.0,773.8993723624885,2020-01-06,2020-01-27
2020-01-13,839.0565653028596,882.7749408586863,823.9233263708339,832.3306884765625,1194770,0,,780.2048816104483,0.2571422902067056,0.14285694927402698,0.07142850870238959,,False,True,0,,,,,
2020-01-20,832.3306813330704,832.3306813330704,818.0381496742499,825.6047973632812,212092,0,,780.2048816104483,0.9999999999300334,0.5294126939248202,0.017471717748731463,,False,False,0,,,,,
2020-01-27,797.0196906325871,836.5343945376287,767.5938631145286,792.8159790039062,605865,0,770661.4,767.5938631145286,0.42682913679675843,0.36585322695323064,0.08981381266296551,882.7749408586863,False,False,1,3.0,1.0,773.8993723624885,2020-01-06,2020-01-27
2020-02-03,779.3641561502872,835.6936598083867,757.5049216972272,820.5603637695312,1367549,0,967775.2,757.5049216972272,0.2795701143264839,0.8064517166379236,0.10321878560982872,882.7749408586863,False,False,1,2.0,1.0,752.8809070839054,2020-02-03,2020-02-24
2020-02-10,805.4271329990767,819.7196654385334,767.5938184599423,774.3197021484375,1511853,0,978425.8,757.5049216972272,0.7258071903166825,0.12903164319092159,0.06790811197920482,882.7749408586863,False,False,0,,,,,
2020-02-17,776.8420068181866,790.293772733826,735.6458201268415,781.045654296875,1876065,0,1114684.8,735.6458201268415,0.7538468455875149,0.8307691688965528,0.07428568356099369,836.5343945376287,False,False,0,,,,,
2020-02-24,777.6826897532944,829.8083716662125,748.2568924705835,795.338134765625,1471800,0,1366626.4,735.6458201268415,0.360824813634126,0.5773192927809908,0.10898861075138852,836.5343945376287,False,False,1,2.0,1.0,752.8809070839054,2020-02-03,2020-02-24
2020-03-02,777.6827610001409,1000.4784349000018,773.4790551444539,979.4599609375,3317600,0,1908973.4,735.6458201268415,0.01851857859785938,0.9074073506894877,0.29347837959601936,1000.4784349000018,False,True,0,,,,,
2020-03-09,979.4599609375,1008.8856153651112,844.9417100038421,853.34912109375,1972300,0,2029923.6,735.6458201268415,0.8205138863589413,0.05128224237021757,0.19402984066241635,1008.8856153651112,False,True,0,,,,,
2020-03-16,821.4010829007549,865.9602048405778,736.4865457497817,849.1454467773438,2693900,0,2266333.0,735.6458201268415,0.6558441133633925,0.870129892194423,0.17579908260076818,1008.8856153651112,False,False,1,1.0,1.0,736.4865457497817,2020-03-16,2020-03-16
2020-03-23,812.9936801815029,996.2746401232914,812.9936801815029,920.6082153320312,2574000,0,2405920.0,735.6458201268415,0.0,0.5871561082183355,0.22543958755084684,1008.8856153651112,False,False,0,,,,,
2020-03-30,891.1823866046545,954.2377414751973,840.7379628717066,929.0155639648438,2042700,0,2520100.0,735.6458201268415,0.444445128908402,0.7777777382346754,0.13500018271528352,1008.8856153651112,False,False,1,4.0,1.0,849.1453421466492,2020-03-30,2020-04-06
2020-04-06,950.0339730458694,962.6450725271256,857.552721421592,891.1822509765625,2657600,0,2388100.0,735.6458201268415,0.8799998349121319,0.31999978305633087,0.12254914302084688,1008.8856153651112,False,False,1,4.0,1.0,849.1453421466492,2020-03-30,2020-04-06
2020-04-13,882.7750122700423,937.4228642237948,840.7380666052505,912.2007446289062,2286900,0,2451020.0,735.6458201268415,0.4347834064896907,0.7391304505271048,0.11499990479653806,996.2746401232914,False,False,0,,,,,
2020-04-20,912.200859886798,1034.107666015625,895.3860100831383,1034.107666015625,2415600,0,2395360.0,735.6458201268415,0.12121286824691524,0.9999999999927914,0.15492944313419768,1034.107666015625,True,True,0,,,,,
2020-04-27,1021.4967582177576,1038.3115819231473,941.6266479492188,1000.4783325195312,2085600,0,2297680.0,736.4865457497817,0.8260864126902132,0.6086955035370183,0.10267862977794572,1038.3115819231473,False,True,0,,,,,
2020-05-04,975.2560402170418,1038.3115234375,937.4229340577848,1038.3115234375,2117500,0,2312640.0,736.4865457497817,0.3749988615312008,0.999999999990088,0.10762334237215129,1038.3115819231473,True,True,1,6.0,1.0,937.4229340577848,2020-05-04,2020-05-04
2020-05-11,1055.1260836994188,1134.9964374691458,992.0708822666188,1122.3853759765625,3088800,0,2398880.0,736.4865457497817,0.4411751372454629,0.9117648241728006,0.14406788643552965,1134.9964374691458,True,True,0,,,,,
2020-05-18,1122.3853532291826,1210.6629193167266,1084.5521695181976,1189.6444091796875,2647700,0,2471040.0,736.4865457497817,0.29999967307407316,0.8333329222810026,0.11627909965311883,1210.6629193167266,True,True,0,,,,,
2020-05-25,1202.2554591742637,1324.162470537905,1177.0333371999363,1303.14404296875,3169100,0,2621740.0,812.9936801815029,0.1714284683252942,0.8571429934156488,0.1249999712734148,1324.162470537905,True,True,0,,,,,
2020-06-01,1277.9220212605712,1277.9220212605712,1017.2930246910636,1069.0845947265625,4363700,0,3077360.0,840.7379628717066,0.9999999999961632,0.19871760516672907,0.2561985487400747,1324.162470537905,False,True,0,,,,,
2020-06-08,1120.400686504974,1244.4146351604522,1103.295309930314,1154.611328125,3836800,0,3421220.0,840.7380666052505,0.12121214827695023,0.363635654511782,0.1279071196622087,1324.162470537905,False,False,0,,,,,
2020-06-15,1171.716642094516,1175.9929382908242,1077.63720703125,1146.0587158203125,2399100,0,3283280.0,840.7380666052505,0.9565221452527348,0.6956535009413243,0.0912697989803453,1324.162470537905,False,False,1,8.0,1.0,1077.63720703125,2020-06-15,2020-06-15
