Ticker,Structure,Alert_Date,Buy_Date,Buy_Price,Stop_Loss,Outcome,Score,Action,Vol_Ratio,Dist_Pct
5274,S2;L2;R2,2023-11-01,2023-11-02,2603.77490234375,2403.4466552734375,Active,90.0,BUY OPEN,0.916791230692576,0.029182882756823784
5274,S2;L2;R2,2025-04-09,,,2403.4466552734375,Stopped Out,,,,
5274,S1;L1;R1,2023-07-17,2023-07-18,2431.50244140625,2415.7628906249997,Active,80.0,BUY OPEN,0.5354376452362509,0.06926412021549673
5274,S1;L1;R1,2023-07-27,,,2415.7628906249997,Stopped Out,,,,
